protein,EC,point_cloud
Q15NK9,2.1.1.35,Q15NK9.txt
Q02FV3,2.1.1.35,Q02FV3.txt
Q4K5P2,2.1.1.35,Q4K5P2.txt
A4XQI3,2.1.1.35,A4XQI3.txt
B0KHR5,2.1.1.35,B0KHR5.txt
Q87WA0,2.1.1.35,Q87WA0.txt
A4VI15,2.1.1.35,A4VI15.txt
B5F0V3,2.1.1.35,B5F0V3.txt
B5FPX9,2.1.1.35,B5FPX9.txt
B4TCR0,2.1.1.35,B4TCR0.txt
A9N0H5,2.1.1.35,A9N0H5.txt
B4TQI0,2.1.1.35,B4TQI0.txt
A8GL74,2.1.1.35,A8GL74.txt
A3DA80,2.1.1.35,A3DA80.txt
Q12SP8,2.1.1.35,Q12SP8.txt
A3Q962,2.1.1.35,A3Q962.txt
A4YB86,2.1.1.35,A4YB86.txt
A8G1G7,2.1.1.35,A8G1G7.txt
A1RP91,2.1.1.35,A1RP91.txt
Q31U23,2.1.1.35,Q31U23.txt
Q820Z9,2.1.1.35,Q820Z9.txt
Q30RT5,2.1.1.35,Q30RT5.txt
C4L9A7,2.1.1.35,C4L9A7.txt
A7MXY6,2.1.1.35,A7MXY6.txt
Q87KN8,2.1.1.35,Q87KN8.txt
Q7M7T6,2.1.1.35,Q7M7T6.txt
Q1CBU2,2.1.1.35,Q1CBU2.txt
A9R6N8,2.1.1.35,A9R6N8.txt
Q66G58,2.1.1.35,Q66G58.txt
O49139,2.1.1.37,O49139.txt
Q5KQL9,2.1.1.37,Q5KQL9.txt
C0SQ89,2.1.1.37,C0SQ89.txt
Q7Y1I7,2.1.1.37,Q7Y1I7.txt
Q9Y6K1,2.1.1.37,Q9Y6K1.txt
Q9UBC3,2.1.1.37,Q9UBC3.txt
P34881,2.1.1.37,P34881.txt
P26358,2.1.1.37,P26358.txt
Q9Z330,2.1.1.37,Q9Z330.txt
O23273,2.1.1.37,O23273.txt
Q9LXE5,2.1.1.37,Q9LXE5.txt
Q8EL95,2.1.1.37,Q8EL95.txt
O52702,2.1.1.37,O52702.txt
P34882,2.1.1.37,P34882.txt
P34905,2.1.1.37,P34905.txt
P13906,2.1.1.37,P13906.txt
P43420,2.1.1.37,P43420.txt
P17044,2.1.1.37,P17044.txt
P06530,2.1.1.37,P06530.txt
P25263,2.1.1.37,P25263.txt
P05302,2.1.1.37,P05302.txt
P25265,2.1.1.37,P25265.txt
P05101,2.1.1.37,P05101.txt
Q59606,2.1.1.37,Q59606.txt
P25283,2.1.1.37,P25283.txt
P15446,2.1.1.37,P15446.txt
P50192,2.1.1.37,P50192.txt
P31033,2.1.1.37,P31033.txt
P50182,2.1.1.37,P50182.txt
P08455,2.1.1.37,P08455.txt
P34879,2.1.1.37,P34879.txt
P34877,2.1.1.37,P34877.txt
P52311,2.1.1.37,P52311.txt
O34680,2.1.1.37,O34680.txt
Q05762,2.1.1.45,Q05762.txt
P45350,2.1.1.45,P45350.txt
O81395,2.1.1.45,O81395.txt
Q27828,2.1.1.45,Q27828.txt
P13922,2.1.1.45,P13922.txt
P51820,2.1.1.45,P51820.txt
Q27793,2.1.1.45,Q27793.txt
Q8SRG2,2.1.1.45,Q8SRG2.txt
P0CI79,2.1.1.45,P0CI79.txt
P11044,2.1.1.45,P11044.txt
Q6FER7,2.1.1.45,Q6FER7.txt
A1W5A4,2.1.1.45,A1W5A4.txt
A4SIW7,2.1.1.45,A4SIW7.txt
Q8UDS3,2.1.1.45,Q8UDS3.txt
Q0VM06,2.1.1.45,Q0VM06.txt
Q0ABR1,2.1.1.45,Q0ABR1.txt
Q5P233,2.1.1.45,Q5P233.txt
Q2NJ46,2.1.1.45,Q2NJ46.txt
A0RDL9,2.1.1.45,A0RDL9.txt
Q738X7,2.1.1.45,Q738X7.txt
Q63BV5,2.1.1.45,Q63BV5.txt
Q6HJC7,2.1.1.45,Q6HJC7.txt
Q9ANR7,2.1.1.45,Q9ANR7.txt
Q8A639,2.1.1.45,Q8A639.txt
Q6G2S8,2.1.1.45,Q6G2S8.txt
Q1LSU0,2.1.1.45,Q1LSU0.txt
Q7WP13,2.1.1.45,Q7WP13.txt
Q2TA32,2.1.1.45,Q2TA32.txt
Q89G35,2.1.1.45,Q89G35.txt
A4YZC4,2.1.1.45,A4YZC4.txt
A6WZV4,2.1.1.45,A6WZV4.txt
C0RE38,2.1.1.45,C0RE38.txt
B0CHI7,2.1.1.45,B0CHI7.txt
P57515,2.1.1.45,P57515.txt
P59427,2.1.1.45,P59427.txt
A3PLD1,2.1.1.45,A3PLD1.txt
Q11HI0,2.1.1.45,Q11HI0.txt
A8AP42,2.1.1.45,A8AP42.txt
Q47Y31,2.1.1.45,Q47Y31.txt
Q8FR47,2.1.1.45,Q8FR47.txt
Q4JX59,2.1.1.45,Q4JX59.txt
Q83BG2,2.1.1.45,Q83BG2.txt
P0CS12,2.1.1.45,P0CS12.txt
Q6A761,2.1.1.45,Q6A761.txt
C1D070,2.1.1.45,C1D070.txt
A7ZQT3,2.1.1.45,A7ZQT3.txt
B7LF04,2.1.1.45,B7LF04.txt
B7MZC6,2.1.1.45,B7MZC6.txt
A8A3W0,2.1.1.45,A8A3W0.txt
P0A885,2.1.1.45,P0A885.txt
B7N759,2.1.1.45,B7N759.txt
B7LNI2,2.1.1.45,B7LNI2.txt
A6GWH3,2.1.1.45,A6GWH3.txt
A7NB78,2.1.1.45,A7NB78.txt
Q0BMM0,2.1.1.45,Q0BMM0.txt
Q8RGP6,2.1.1.45,Q8RGP6.txt
A4INY1,2.1.1.45,A4INY1.txt
Q7VMH2,2.1.1.45,Q7VMH2.txt
A5UI47,2.1.1.45,A5UI47.txt
Q2SA17,2.1.1.45,Q2SA17.txt
C4K7G3,2.1.1.45,C4K7G3.txt
Q0C504,2.1.1.45,Q0C504.txt
A6WGF9,2.1.1.45,A6WGF9.txt
P00469,2.1.1.45,P00469.txt
Q044A1,2.1.1.45,Q044A1.txt
P19368,2.1.1.45,P19368.txt
Q88W05,2.1.1.45,Q88W05.txt
Q5X119,2.1.1.45,Q5X119.txt
Q5WSU5,2.1.1.45,Q5WSU5.txt
Q03S95,2.1.1.45,Q03S95.txt
Q92AD4,2.1.1.45,Q92AD4.txt
B8DDM8,2.1.1.45,B8DDM8.txt
Q2W7P4,2.1.1.45,Q2W7P4.txt
A1U3D8,2.1.1.45,A1U3D8.txt
Q603S2,2.1.1.45,Q603S2.txt
A2SHH0,2.1.1.45,A2SHH0.txt
A0QIU1,2.1.1.45,A0QIU1.txt
C1AFM7,2.1.1.45,C1AFM7.txt
A4TCI9,2.1.1.45,A4TCI9.txt
Q73VZ2,2.1.1.45,Q73VZ2.txt
Q98Q31,2.1.1.45,Q98Q31.txt
A3PYA8,2.1.1.45,A3PYA8.txt
A5U6B7,2.1.1.45,A5U6B7.txt
A0PQG7,2.1.1.45,A0PQG7.txt
O33380,2.1.1.45,O33380.txt
A1KVB3,2.1.1.45,A1KVB3.txt
Q1QJT8,2.1.1.45,Q1QJT8.txt
Q5YPL7,2.1.1.45,Q5YPL7.txt
Q8EQG0,2.1.1.45,Q8EQG0.txt
A1R8Y7,2.1.1.45,A1R8Y7.txt
P57808,2.1.1.45,P57808.txt
Q03F96,2.1.1.45,Q03F96.txt
A6L1Q8,2.1.1.45,A6L1Q8.txt
A4SVT7,2.1.1.45,A4SVT7.txt
Q7MTB5,2.1.1.45,Q7MTB5.txt
B7V2Q5,2.1.1.45,B7V2Q5.txt
C3K3Q8,2.1.1.45,C3K3Q8.txt
Q88CN9,2.1.1.45,Q88CN9.txt
A4VGL9,2.1.1.45,A4VGL9.txt
A5WHY0,2.1.1.45,A5WHY0.txt
Q2K6G8,2.1.1.45,Q2K6G8.txt
Q92NQ5,2.1.1.45,Q92NQ5.txt
Q21U56,2.1.1.45,Q21U56.txt
Q07PP0,2.1.1.45,Q07PP0.txt
Q134B1,2.1.1.45,Q134B1.txt
B8I0T8,2.1.1.45,B8I0T8.txt
A9MS82,2.1.1.45,A9MS82.txt
A9N2L7,2.1.1.45,A9N2L7.txt
Q8ZMA9,2.1.1.45,Q8ZMA9.txt
A1S3W8,2.1.1.45,A1S3W8.txt
A6WKP4,2.1.1.45,A6WKP4.txt
Q07YY3,2.1.1.45,Q07YY3.txt
Q8EH94,2.1.1.45,Q8EH94.txt
B8CQK7,2.1.1.45,B8CQK7.txt
Q0HG85,2.1.1.45,Q0HG85.txt
Q31XG0,2.1.1.45,Q31XG0.txt
P48464,2.1.1.45,P48464.txt
C3MEE8,2.1.1.45,C3MEE8.txt
Q1GTH6,2.1.1.45,Q1GTH6.txt
Q2FH11,2.1.1.45,Q2FH11.txt
Q2YY40,2.1.1.45,Q2YY40.txt
P67046,2.1.1.45,P67046.txt
Q6G9D4,2.1.1.45,Q6G9D4.txt
P67048,2.1.1.45,P67048.txt
P0C0M5,2.1.1.45,P0C0M5.txt
Q3K0J7,2.1.1.45,Q3K0J7.txt
A8AXC2,2.1.1.45,A8AXC2.txt
Q04LL8,2.1.1.45,Q04LL8.txt
C1C631,2.1.1.45,C1C631.txt
Q1JM80,2.1.1.45,Q1JM80.txt
A2RF20,2.1.1.45,A2RF20.txt
P67049,2.1.1.45,P67049.txt
A4W0V3,2.1.1.45,A4W0V3.txt
Q5M0S7,2.1.1.45,Q5M0S7.txt
C1CD36,2.1.1.45,C1CD36.txt
Q67JQ1,2.1.1.45,Q67JQ1.txt
B8GN06,2.1.1.45,B8GN06.txt
B7VJ78,2.1.1.45,B7VJ78.txt
O66108,2.1.1.45,O66108.txt
Q8DER9,2.1.1.45,Q8DER9.txt
Q3BX87,2.1.1.45,Q3BX87.txt
Q2NZH9,2.1.1.45,Q2NZH9.txt
Q9PB13,2.1.1.45,Q9PB13.txt
A1JPC9,2.1.1.45,A1JPC9.txt
Q8ZHV1,2.1.1.45,Q8ZHV1.txt
Q667F9,2.1.1.45,Q667F9.txt
Q6Z9U7,2.1.1.56,Q6Z9U7.txt
Q754U7,2.1.1.56,Q754U7.txt
A2QVS9,2.1.1.56,A2QVS9.txt
Q9XVS1,2.1.1.56,Q9XVS1.txt
P0CO65,2.1.1.56,P0CO65.txt
Q6BMH4,2.1.1.56,Q6BMH4.txt
A5E032,2.1.1.56,A5E032.txt
Q9D0L8,2.1.1.56,Q9D0L8.txt
A3GEV2,2.1.1.56,A3GEV2.txt
Q6CC11,2.1.1.56,Q6CC11.txt
A1TRM7,2.1.1.61,A1TRM7.txt
A3M8T4,2.1.1.61,A3M8T4.txt
A3N0L8,2.1.1.61,A3N0L8.txt
A0KJJ9,2.1.1.61,A0KJJ9.txt
Q5NY30,2.1.1.61,Q5NY30.txt
Q7WFU7,2.1.1.61,Q7WFU7.txt
B1YQ54,2.1.1.61,B1YQ54.txt
A0K2U3,2.1.1.61,A0K2U3.txt
A9AJC5,2.1.1.61,A9AJC5.txt
Q62FV6,2.1.1.61,Q62FV6.txt
Q3JXS0,2.1.1.61,Q3JXS0.txt
Q2T2K1,2.1.1.61,Q2T2K1.txt
A0RQ83,2.1.1.61,A0RQ83.txt
A7H2B2,2.1.1.61,A7H2B2.txt
Q5HTJ5,2.1.1.61,Q5HTJ5.txt
Q1QZP3,2.1.1.61,Q1QZP3.txt
Q47XJ9,2.1.1.61,Q47XJ9.txt
Q0KBK6,2.1.1.61,Q0KBK6.txt
A9C3G2,2.1.1.61,A9C3G2.txt
Q8XCQ7,2.1.1.61,Q8XCQ7.txt
A1ADH3,2.1.1.61,A1ADH3.txt
B1IXC1,2.1.1.61,B1IXC1.txt
Q1R988,2.1.1.61,Q1R988.txt
Q4QKP6,2.1.1.61,Q4QKP6.txt
P44246,2.1.1.61,P44246.txt
B0UT85,2.1.1.61,B0UT85.txt
Q5QUE0,2.1.1.61,Q5QUE0.txt
A5IC27,2.1.1.61,A5IC27.txt
Q04VP5,2.1.1.61,Q04VP5.txt
Q72UK9,2.1.1.61,Q72UK9.txt
Q65S61,2.1.1.61,Q65S61.txt
A1TZU2,2.1.1.61,A1TZU2.txt
Q2Y7P9,2.1.1.61,Q2Y7P9.txt
Q13SL2,2.1.1.61,Q13SL2.txt
Q7N2A3,2.1.1.61,Q7N2A3.txt
Q12B26,2.1.1.61,Q12B26.txt
A6V1X0,2.1.1.61,A6V1X0.txt
Q1IDB9,2.1.1.61,Q1IDB9.txt
A5W7H7,2.1.1.61,A5W7H7.txt
Q88M24,2.1.1.61,Q88M24.txt
Q3IF34,2.1.1.61,Q3IF34.txt
Q4FR09,2.1.1.61,Q4FR09.txt
A5WGY8,2.1.1.61,A5WGY8.txt
Q21KP6,2.1.1.61,Q21KP6.txt
Q5PCW7,2.1.1.61,Q5PCW7.txt
Q8ZNB2,2.1.1.61,Q8ZNB2.txt
A3D671,2.1.1.61,A3D671.txt
Q12P60,2.1.1.61,Q12P60.txt
A3QFM9,2.1.1.61,A3QFM9.txt
A4Y884,2.1.1.61,A4Y884.txt
Q0HKB8,2.1.1.61,Q0HKB8.txt
B1KKR3,2.1.1.61,B1KKR3.txt
Q32DL2,2.1.1.61,Q32DL2.txt
Q3YZN7,2.1.1.61,Q3YZN7.txt
A5F6E9,2.1.1.61,A5F6E9.txt
C3LP59,2.1.1.61,C3LP59.txt
Q7MIT5,2.1.1.61,Q7MIT5.txt
Q1C669,2.1.1.61,Q1C669.txt
A9R7V8,2.1.1.61,A9R7V8.txt
Q668W0,2.1.1.61,Q668W0.txt
P19220,2.1.1.63,P19220.txt
Q6TDU1,2.1.1.63,Q6TDU1.txt
P16455,2.1.1.63,P16455.txt
P24528,2.1.1.63,P24528.txt
O27970,2.1.1.63,O27970.txt
P44687,2.1.1.63,P44687.txt
Q58924,2.1.1.63,Q58924.txt
A4YH39,2.1.1.63,A4YH39.txt
P0A697,2.1.1.63,P0A697.txt
P9WJW4,2.1.1.63,P9WJW4.txt
O93728,2.1.1.63,O93728.txt
F4HK38,2.1.1.63,F4HK38.txt
P0A2U0,2.1.1.63,P0A2U0.txt
C3N1B4,2.1.1.63,C3N1B4.txt
C3MUC6,2.1.1.63,C3MUC6.txt
Q973C7,2.1.1.63,Q973C7.txt
O74023,2.1.1.63,O74023.txt
O49354,2.1.1.64,O49354.txt
Q54XD0,2.1.1.64,Q54XD0.txt
Q63159,2.1.1.64,Q63159.txt
A1TSA0,2.1.1.64,A1TSA0.txt
B7IBN2,2.1.1.64,B7IBN2.txt
B0V5X4,2.1.1.64,B0V5X4.txt
A4SM99,2.1.1.64,A4SM99.txt
Q5E5J8,2.1.1.64,Q5E5J8.txt
Q5P7U3,2.1.1.64,Q5P7U3.txt
C1DRQ3,2.1.1.64,C1DRQ3.txt
Q6G0I1,2.1.1.64,Q6G0I1.txt
Q7WGT9,2.1.1.64,Q7WGT9.txt
Q89XU2,2.1.1.64,Q89XU2.txt
Q2YLN5,2.1.1.64,Q2YLN5.txt
C0RFB8,2.1.1.64,C0RFB8.txt
B0CIC6,2.1.1.64,B0CIC6.txt
Q1BY35,2.1.1.64,Q1BY35.txt
B4EB49,2.1.1.64,B4EB49.txt
A9ADW3,2.1.1.64,A9ADW3.txt
Q63RZ8,2.1.1.64,Q63RZ8.txt
B0SW81,2.1.1.64,B0SW81.txt
A3PNM3,2.1.1.64,A3PNM3.txt
B9KPP7,2.1.1.64,B9KPP7.txt
A8ADY5,2.1.1.64,A8ADY5.txt
B6J1W2,2.1.1.64,B6J1W2.txt
Q820B5,2.1.1.64,Q820B5.txt
Q47GP8,2.1.1.64,Q47GP8.txt
B7UFP4,2.1.1.64,B7UFP4.txt
Q8XE29,2.1.1.64,Q8XE29.txt
B7MXR3,2.1.1.64,B7MXR3.txt
B1X8C6,2.1.1.64,B1X8C6.txt
Q8FFP0,2.1.1.64,Q8FFP0.txt
B7N5J4,2.1.1.64,B7N5J4.txt
Q1R9I4,2.1.1.64,Q1R9I4.txt
B7LM95,2.1.1.64,B7LM95.txt
Q0I3Y4,2.1.1.64,Q0I3Y4.txt
Q31GD8,2.1.1.64,Q31GD8.txt
B5XNZ3,2.1.1.64,B5XNZ3.txt
Q2W6W0,2.1.1.64,Q2W6W0.txt
Q609G2,2.1.1.64,Q609G2.txt
B8EI29,2.1.1.64,B8EI29.txt
Q9JXI7,2.1.1.64,Q9JXI7.txt
Q3J8U2,2.1.1.64,Q3J8U2.txt
B2JEZ6,2.1.1.64,B2JEZ6.txt
Q9CMI6,2.1.1.64,Q9CMI6.txt
Q4FNA2,2.1.1.64,Q4FNA2.txt
B4EZ30,2.1.1.64,B4EZ30.txt
B7V9J5,2.1.1.64,B7V9J5.txt
Q1IDA6,2.1.1.64,Q1IDA6.txt
A5W7G3,2.1.1.64,A5W7G3.txt
Q88M10,2.1.1.64,Q88M10.txt
Q3ILA5,2.1.1.64,Q3ILA5.txt
Q4FVG3,2.1.1.64,Q4FVG3.txt
B3PP83,2.1.1.64,B3PP83.txt
Q98G87,2.1.1.64,Q98G87.txt
Q21UL3,2.1.1.64,Q21UL3.txt
Q6NC69,2.1.1.64,Q6NC69.txt
B3QCF3,2.1.1.64,B3QCF3.txt
A8GX11,2.1.1.64,A8GX11.txt
Q92H07,2.1.1.64,Q92H07.txt
Q68WB5,2.1.1.64,Q68WB5.txt
Q1GCH8,2.1.1.64,Q1GCH8.txt
A9MJY3,2.1.1.64,A9MJY3.txt
B5R249,2.1.1.64,B5R249.txt
B4SYU8,2.1.1.64,B4SYU8.txt
B5BCS0,2.1.1.64,B5BCS0.txt
P37431,2.1.1.64,P37431.txt
B8EA88,2.1.1.64,B8EA88.txt
A9L2Y4,2.1.1.64,A9L2Y4.txt
A8H499,2.1.1.64,A8H499.txt
Q0HIX5,2.1.1.64,Q0HIX5.txt
B2TW20,2.1.1.64,B2TW20.txt
Q0T2P9,2.1.1.64,Q0T2P9.txt
C3MHQ9,2.1.1.64,C3MHQ9.txt
Q3SK91,2.1.1.64,Q3SK91.txt
A7MU79,2.1.1.64,A7MU79.txt
Q87ND5,2.1.1.64,Q87ND5.txt
Q8PK00,2.1.1.64,Q8PK00.txt
B0RS27,2.1.1.64,B0RS27.txt
B2SHS9,2.1.1.64,B2SHS9.txt
Q9PAM5,2.1.1.64,Q9PAM5.txt
A1JLA0,2.1.1.64,A1JLA0.txt
B2K9A4,2.1.1.64,B2K9A4.txt
Q1CFZ1,2.1.1.64,Q1CFZ1.txt
B1JS96,2.1.1.64,B1JS96.txt
Q6F8H8,2.1.1.67,Q6F8H8.txt
B6ENK8,2.1.1.67,B6ENK8.txt
Q7WM36,2.1.1.67,Q7WM36.txt
Q7VZM5,2.1.1.67,Q7VZM5.txt
Q3BCR4,2.1.1.67,Q3BCR4.txt
Q14FX6,2.1.1.67,Q14FX6.txt
Q5FT39,2.1.1.67,Q5FT39.txt
P51580,2.1.1.67,P51580.txt
Q5ZRP5,2.1.1.67,Q5ZRP5.txt
Q3BCR9,2.1.1.67,Q3BCR9.txt
O55060,2.1.1.67,O55060.txt
Q2Y6S0,2.1.1.67,Q2Y6S0.txt
Q3BCR2,2.1.1.67,Q3BCR2.txt
Q5RBJ3,2.1.1.67,Q5RBJ3.txt
Q02NZ5,2.1.1.67,Q02NZ5.txt
Q4K8U2,2.1.1.67,Q4K8U2.txt
A5W759,2.1.1.67,A5W759.txt
Q88LQ9,2.1.1.67,Q88LQ9.txt
Q885Q4,2.1.1.67,Q885Q4.txt
Q1Q8I2,2.1.1.67,Q1Q8I2.txt
A1S2Z7,2.1.1.67,A1S2Z7.txt
A6WSW9,2.1.1.67,A6WSW9.txt
Q07XD8,2.1.1.67,Q07XD8.txt
Q8EJ86,2.1.1.67,Q8EJ86.txt
B8CUG6,2.1.1.67,B8CUG6.txt
Q0HMQ6,2.1.1.67,Q0HMQ6.txt
B1KHT1,2.1.1.67,B1KHT1.txt
A5F1V4,2.1.1.67,A5F1V4.txt
C3LLS2,2.1.1.67,C3LLS2.txt
Q7MK46,2.1.1.67,Q7MK46.txt
Q4UST1,2.1.1.67,Q4UST1.txt
Q6C6X6,2.1.1.67,Q6C6X6.txt
B2S9Y5,2.1.1.72,B2S9Y5.txt
P0C116,2.1.1.72,P0C116.txt
A5VP58,2.1.1.72,A5VP58.txt
P0CAW2,2.1.1.72,P0CAW2.txt
Q09956,2.1.1.72,Q09956.txt
P0DMP3,2.1.1.72,P0DMP3.txt
A5F520,2.1.1.72,A5F520.txt
Q8N3J2,2.1.1.72,Q8N3J2.txt
P34721,2.1.1.72,P34721.txt
P58284,2.1.1.72,P58284.txt
P43423,2.1.1.72,P43423.txt
P09358,2.1.1.72,P09358.txt
P14827,2.1.1.72,P14827.txt
P29538,2.1.1.72,P29538.txt
P50193,2.1.1.72,P50193.txt
P25238,2.1.1.72,P25238.txt
P50178,2.1.1.72,P50178.txt
Q50290,2.1.1.72,Q50290.txt
Q58724,2.1.1.72,Q58724.txt
P05103,2.1.1.72,P05103.txt
P29749,2.1.1.72,P29749.txt
Q03055,2.1.1.72,Q03055.txt
P0DUF3,2.1.1.72,P0DUF3.txt
Q8CJM2,2.1.1.72,Q8CJM2.txt
Q57168,2.1.1.72,Q57168.txt
Q47163,2.1.1.72,Q47163.txt
P40813,2.1.1.72,P40813.txt
P71366,2.1.1.72,P71366.txt
P40814,2.1.1.72,P40814.txt
P75451,2.1.1.72,P75451.txt
Q6F1M4,2.1.1.74,Q6F1M4.txt
Q6F0T3,2.1.1.74,Q6F0T3.txt
B0C6V8,2.1.1.74,B0C6V8.txt
Q8UET6,2.1.1.74,Q8UET6.txt
B8JES4,2.1.1.74,B8JES4.txt
B4UII2,2.1.1.74,B4UII2.txt
A8ID68,2.1.1.74,A8ID68.txt
A0RHK5,2.1.1.74,A0RHK5.txt
Q732N8,2.1.1.74,Q732N8.txt
B7HDV5,2.1.1.74,B7HDV5.txt
B9IVC1,2.1.1.74,B9IVC1.txt
Q6HEY3,2.1.1.74,Q6HEY3.txt
A8FD77,2.1.1.74,A8FD77.txt
A1USB2,2.1.1.74,A1USB2.txt
Q6MHW5,2.1.1.74,Q6MHW5.txt
A5EJU4,2.1.1.74,A5EJU4.txt
Q2YNL7,2.1.1.74,Q2YNL7.txt
A9MAR7,2.1.1.74,A9MAR7.txt
B0CLM0,2.1.1.74,B0CLM0.txt
A4XIW8,2.1.1.74,A4XIW8.txt
Q9A566,2.1.1.74,Q9A566.txt
A4WRQ2,2.1.1.74,A4WRQ2.txt
B5EHR5,2.1.1.74,B5EHR5.txt
Q1J148,2.1.1.74,Q1J148.txt
Q24UF0,2.1.1.74,Q24UF0.txt
Q729K0,2.1.1.74,Q729K0.txt
B8E2F5,2.1.1.74,B8E2F5.txt
Q2NAC8,2.1.1.74,Q2NAC8.txt
A7HL16,2.1.1.74,A7HL16.txt
Q39X89,2.1.1.74,Q39X89.txt
A5G7S3,2.1.1.74,A5G7S3.txt
B4U7L4,2.1.1.74,B4U7L4.txt
Q1IHM1,2.1.1.74,Q1IHM1.txt
Q04A02,2.1.1.74,Q04A02.txt
Q74JJ8,2.1.1.74,Q74JJ8.txt
Q02YZ3,2.1.1.74,Q02YZ3.txt
Q38WZ1,2.1.1.74,Q38WZ1.txt
Q92C76,2.1.1.74,Q92C76.txt
A0AI79,2.1.1.74,A0AI79.txt
Q2W4D9,2.1.1.74,Q2W4D9.txt
B1ZES7,2.1.1.74,B1ZES7.txt
B0JFX8,2.1.1.74,B0JFX8.txt
Q9S449,2.1.1.74,Q9S449.txt
Q3SRR6,2.1.1.74,Q3SRR6.txt
Q312C5,2.1.1.74,Q312C5.txt
Q7U7T2,2.1.1.74,Q7U7T2.txt
C0QTE2,2.1.1.74,C0QTE2.txt
A2C3G4,2.1.1.74,A2C3G4.txt
A9BEK6,2.1.1.74,A9BEK6.txt
Q7VD04,2.1.1.74,Q7VD04.txt
A2BRU5,2.1.1.74,A2BRU5.txt
Q2K957,2.1.1.74,Q2K957.txt
Q92Q15,2.1.1.74,Q92Q15.txt
Q2IWI0,2.1.1.74,Q2IWI0.txt
Q213W6,2.1.1.74,Q213W6.txt
Q166D3,2.1.1.74,Q166D3.txt
Q1GGU2,2.1.1.74,Q1GGU2.txt
A9FRC1,2.1.1.74,A9FRC1.txt
A6U169,2.1.1.74,A6U169.txt
A5ISD5,2.1.1.74,A5ISD5.txt
A6QGF1,2.1.1.74,A6QGF1.txt
Q6GHI4,2.1.1.74,Q6GHI4.txt
P64236,2.1.1.74,P64236.txt
Q8CPH2,2.1.1.74,Q8CPH2.txt
Q3K1B8,2.1.1.74,Q3K1B8.txt
C0M6C7,2.1.1.74,C0M6C7.txt
Q99ZL9,2.1.1.74,Q99ZL9.txt
B5E446,2.1.1.74,B5E446.txt
Q8P106,2.1.1.74,Q8P106.txt
Q1JGS2,2.1.1.74,Q1JGS2.txt
B1IBA6,2.1.1.74,B1IBA6.txt
Q97R84,2.1.1.74,Q97R84.txt
Q8DQ51,2.1.1.74,Q8DQ51.txt
A3CN32,2.1.1.74,A3CN32.txt
Q5M4M7,2.1.1.74,Q5M4M7.txt
C1CDT9,2.1.1.74,C1CDT9.txt
B2V9U2,2.1.1.74,B2V9U2.txt
Q3A7H9,2.1.1.74,Q3A7H9.txt
Q2JQ64,2.1.1.74,Q2JQ64.txt
A5GLJ3,2.1.1.74,A5GLJ3.txt
Q3AX63,2.1.1.74,Q3AX63.txt
Q55692,2.1.1.74,Q55692.txt
Q9WZJ3,2.1.1.74,Q9WZJ3.txt
B1L7X2,2.1.1.74,B1L7X2.txt
P59109,2.1.1.74,P59109.txt
Q5NPP5,2.1.1.74,Q5NPP5.txt
A7HC32,2.1.1.77,A7HC32.txt
Q0KB67,2.1.1.77,Q0KB67.txt
Q8TT93,2.1.1.77,Q8TT93.txt
A1ASL8,2.1.1.77,A1ASL8.txt
A8FST4,2.1.1.77,A8FST4.txt
Q64J17,2.1.1.77,Q64J17.txt
A5G4S7,2.1.1.77,A5G4S7.txt
Q2YBR7,2.1.1.77,Q2YBR7.txt
Q123X2,2.1.1.77,Q123X2.txt
A0LM89,2.1.1.77,A0LM89.txt
Q9YDA1,2.1.1.77,Q9YDA1.txt
Q0VQD1,2.1.1.77,Q0VQD1.txt
B6EKL2,2.1.1.77,B6EKL2.txt
B8J9E3,2.1.1.77,B8J9E3.txt
A8I4G3,2.1.1.77,A8I4G3.txt
Q7WI37,2.1.1.77,Q7WI37.txt
P15246,2.1.1.77,P15246.txt
A6X6Y1,2.1.1.77,A6X6Y1.txt
B1JTA2,2.1.1.77,B1JTA2.txt
Q39FP9,2.1.1.77,Q39FP9.txt
Q62JV3,2.1.1.77,Q62JV3.txt
Q3JRP1,2.1.1.77,Q3JRP1.txt
Q2SWF4,2.1.1.77,Q2SWF4.txt
B0T1Q1,2.1.1.77,B0T1Q1.txt
B3PJA8,2.1.1.77,B3PJA8.txt
A4WU05,2.1.1.77,A4WU05.txt
B3EEX3,2.1.1.77,B3EEX3.txt
B3ELJ9,2.1.1.77,B3ELJ9.txt
Q8KFW8,2.1.1.77,Q8KFW8.txt
A8ANV7,2.1.1.77,A8ANV7.txt
Q46ZH2,2.1.1.77,Q46ZH2.txt
Q47D25,2.1.1.77,Q47D25.txt
Q6ARM1,2.1.1.77,Q6ARM1.txt
A1VD15,2.1.1.77,A1VD15.txt
B8E0T1,2.1.1.77,B8E0T1.txt
A7ZQI7,2.1.1.77,A7ZQI7.txt
B7LEG1,2.1.1.77,B7LEG1.txt
B7NT87,2.1.1.77,B7NT87.txt
C4ZZP7,2.1.1.77,C4ZZP7.txt
A1AET7,2.1.1.77,A1AET7.txt
P0A7A5,2.1.1.77,P0A7A5.txt
B1LQ63,2.1.1.77,B1LQ63.txt
B2VG25,2.1.1.77,B2VG25.txt
A5FEA5,2.1.1.77,A5FEA5.txt
Q74CZ5,2.1.1.77,Q74CZ5.txt
Q2SKW3,2.1.1.77,Q2SKW3.txt
