index,EC,reaction,smiles,fully_covered
1154,1.14.14.161,7-deoxyloganetic alcohol + [reduced NADPH-hemoprotein reductase] + O2 =  iridotrial + [oxidized NADPH-hemoprotein reductase] + 2 H2O,C[C@H]1CC[C@H]2[C@@H]1[C@@H](OC=C2CO)O + O=O = C[C@H]1CC[C@@H]([C@@H]1C=O)/C(=C/O)/C=O + 2 O,0
1155,1.14.14.161,iridotrial + [reduced NADPH-hemoprotein reductase] + O2 =  7-deoxyloganetate + [oxidized NADPH-hemoprotein reductase] + H2O ,C[C@H]1CC[C@@H]([C@@H]1C=O)/C(=C/O)/C=O + O=O = C[C@H]1CC[C@H]2[C@@H]1[C@@H](OC=C2C(=O)[O-])O + O,0
1156,1.14.14.162,a flavanone + [reduced NADPH-hemoprotein reductase] + O2 = a  2-hydroxyflavanone + [oxidized NADPH-hemoprotein reductase] + H2O, + O=O =  + O,0
1157,1.14.14.163,"(S)-1-hydroxy-N-methylcanadine + [reduced NADPH-hemoprotein reductase]  + O2 = (13S,14R)-1,13-dihydroxy-N-methylcanadine + [oxidized  NADPH-hemoprotein reductase] + H2O ",C[N+]12CCC3=CC4=C(C(=C3[C@@H]1CC5=C(C2)C(=C(C=C5)OC)OC)O)OCO4 + O=O = C[N+]12CCC3=CC4=C(C(=C3[C@@H]1[C@H](C5=C(C2)C(=C(C=C5)OC)OC)O)O)OCO4 + O,0
1158,1.14.14.164,fraxetin + [reduced NADPH-hemoprotein reductase] + O2 = sideretin  (reduced form) + [oxidized NADPH-hemoprotein reductase] + H2O ,COC1=C(C(=C2C(=C1)C=CC(=O)O=O)O)O + O=O =  + O,0
1159,1.14.14.165,indole-3-carbonyl nitrile + [reduced NADPH-hemoprotein reductase] + O2  = 4-hydroxyindole-3-carbonyl nitrile + [oxidized NADPH-hemoprotein  reductase] + H2O ,C1=CC=C2C(=C1)C(=CN2)C(=O)C#N + O=O = C1=CC2=C(C(=C1)O)C(=CN2)C(=O)C#N + O,0
1160,1.14.14.166,(S)-N-methylcanadine + [reduced NADPH-hemoprotein reductase] + O2 =  (S)-1-hydroxy-N-methylcanadine + [oxidized NADPH-hemoprotein reductase]  + H2O ,C[N+]12CCC3=CC4=C(C=C3[C@@H]1CC5=C(C2)C(=C(C=C5)OC)OC)OCO4 + O=O = C[N+]12CCC3=CC4=C(C(=C3[C@@H]1CC5=C(C2)C(=C(C=C5)OC)OC)O)OCO4 + O,0
1161,1.14.14.167,"(13S,14R)-13-O-acetyl-1-hydroxy-N-methylcanadine + [reduced  NADPH-hemoprotein reductase] + O2 =  (13S,14R)-13-O-acetyl-1,8-dihydroxy-N-methylcanadine + [oxidized  NADPH-hemoprotein reductase] + H2O ",CC(=O)O[C@@H]1[C@H]2C3=C(C4=C(C=C3CC[N+]2(CC5=C1C=CC(=C5OC)OC)C)OCO4)O + O=O = CC(=O)O[C@@H]1[C@H]2C3=C(C4=C(C=C3CC[N+]2(C(C5=C1C=CC(=C5OC)OC)O)C)OCO4)O + O,0
1162,1.14.14.168,"germacra-1(10),4,11(13)-trien-12-oate + [reduced NADPH-hemoprotein  reductase] + O2 = 8beta-hydroxygermacra-1(10),4,11(13)-trien-12-oate +  [oxidized NADPH-hemoprotein reductase] + H2O ",C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C + O=O = C/C/1=C\C[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-] + O,0
1163,1.14.14.169,"8beta-hydroxygermacra-1(10),4,11(13)-trien-12-oate + [reduced  NADPH-hemoprotein reductase] + O2 = eupatolide + [oxidized  NADPH-hemoprotein reductase] + 2 H2O",C/C/1=C\C[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-] + O=O = C/C/1=C\[C@@H]2[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)O=O + 2 O,0
1164,1.14.14.169,"8beta-hydroxygermacra-1(10),4,11(13)-trien-12-oate + [reduced  NADPH-hemoprotein reductase] + O2 =  6alpha,8beta-dihydroxygermacra-1(10),4,11(13)-trien-12-oate + [oxidized  NADPH-hemoprotein reductase] + H2O",C/C/1=C\C[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-] + O=O = C/C/1=C\[C@H]([C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)O)O + O,0
1165,1.14.14.169,"6alpha,8beta-dihydroxygermacra-1(10),4,11(13)-trien-12-oate =  eupatolide + H2O ",C/C/1=C\[C@H]([C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)O)O = C/C/1=C\[C@@H]2[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)O2 + O,1
1166,1.14.14.17,"squalene + [reduced NADPH-hemoprotein reductase] + O2 =  (3S)-2,3-epoxy-2,3-dihydrosqualene + [oxidized NADPH-hemoprotein  reductase] + H2O",CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C + O=O = CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C + O,0
1167,1.14.14.170,"germacra-1(10),4,11(13)-trien-12-oate + [reduced NADPH-hemoprotein  reductase] + O2 = 8-epi-inunolide + [oxidized NADPH-hemoprotein  reductase] + 2 H2O",C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C + O=O = C/C/1=C\C[C@H]2[C@H](C/C(=C/CC1)/C)OC(=O)C2=C + 2 O,0
1168,1.14.14.170,"germacra-1(10),4,11(13)-trien-12-oate + [reduced NADPH-hemoprotein  reductase] + O2 = 8alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate +  [oxidized NADPH-hemoprotein reductase] + H2O",C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C + O=O = C/C/1=C\C[C@@H]([C@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-] + O,0
1169,1.14.14.170,"8alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate = 8-epi-inunolide +  H2O ",C/C/1=C\C[C@@H]([C@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-] = C/C/1=C\C[C@H]2[C@H](C/C(=C/CC1)/C)OC(=O)C2=C + O,1
1170,1.14.14.171,beta-amyrin + [reduced NADPH-hemoprotein reductase] + O2 =  16alpha-hydroxy-beta-amyrin + [oxidized NADPH-hemoprotein reductase] +  H2O ,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C + O=O = C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C)O)C)C)(C)C)O + O,0
1171,1.14.14.172,"3,5,6-trichloropyridin-2-ol + FADH2 + O2 =  3,6-dichloropyridine-2,5-dione + Cl- + FAD + H2O",C1=C(C(=O)NC(=C1Cl)Cl)Cl + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O=O = C1=C(C(=O)N=C(C1=O)Cl)Cl + [Cl-] + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O,1
1172,1.14.14.172,"3,6-dichloropyridine-2,5-diol + FADH2 + O2 =  6-chloro-3-hydroxypyridine-2,5-dione + Cl- + FAD + H2O",C1=C(C(=O)NC(=C1O)Cl)Cl + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O=O = C1=C(C(=NC(=O)C1=O)Cl)O + [Cl-] + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O,1
1173,1.14.14.172,"6-chloropyridine-2,3,5-triol + FADH2 + O2 =  3,6-dihydroxypyridine-2,5-dione + Cl- + FAD + H2O ",C1=C(C(=O)NC(=C1O)Cl)O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O=O = C1=C(C(=O)NC(=O)C1=O)O + [Cl-] + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O,1
1174,1.14.14.173,"2,4,6-trichlorophenol + FADH2 + O2 = 2,6-dichloro-1,4-benzoquinone +  Cl- + FAD + H2O",C1=C(C=C(C(=C1Cl)O)Cl)Cl + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O=O = C1=C(C(=O)C(=CC1=O)Cl)Cl + [Cl-] + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O,1
1175,1.14.14.173,"2,6-dichlorohydroquinone + FADH2 + O2 =  2-chloro-6-hydroxy-1,4-benzoquinone + Cl- + FAD + H2O ",C1=C(C=C(C(=C1Cl)O)Cl)O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O=O = C1=C(C(=O)C(=CC1=O)Cl)O + [Cl-] + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O,1
1176,1.14.14.174,geranylhydroquinone + [reduced NADPH-hemoprotein reductase] + O2 =  3''-hydroxygeranylhydroquinone + [oxidized NADPH-hemoprotein reductase]  + H2O ,CC(=CCC/C(=C/CC1=C(C=CC(=C1)O)O)/C)C + O=O = CC(=CCC/C(=C/CC1=C(C=CC(=C1)O)O)/CO)C + O,0
1177,1.14.14.175,"abieta-8,11,13-triene + [reduced NADPH-hemoprotein reductase] + O2 =  ferruginol + [oxidized NADPH-hemoprotein reductase] + H2O ",CC(C)C1=CC2=C(C=C1)[C@]3(CCCC([C@@H]3CC2)(C)C)C + O=O = CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)O + O,0
1178,1.14.14.176,"taxa-4,11-diene + [reduced NADPH-hemoprotein reductase] + O2 =  taxa-4(20),11-dien-5alpha-ol + [oxidized NADPH-hemoprotein reductase] +  H2O",CC1=C2CC[C@@]3(CCC=C([C@H]3C[C@@H](C2(C)C)CC1)C)C + O=O = CC1=C2CC[C@@]3(CC[C@@H](C(=C)[C@H]3C[C@@H](C2(C)C)CC1)O)C + O,0
1179,1.14.14.177,an ultra-long-chain fatty acid + [reduced NADPH---hemoprotein  reductase] + O2 = an ultra-long-chain omega-hydroxy fatty acid +  [oxidized NADPH---hemoprotein reductase] + H2O , + O=O =  + O,0
1180,1.14.14.18,protoheme + 3 [reduced NADPH-hemoprotein reductase] + 3 O2 = biliverdin  + Fe2+ + CO + 3 [oxidized NADPH-hemoprotein reductase] + 3 H2O,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2] + 3 3 O=O = CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C\C4=NC(=O)C(=C4C)C=C)CCC(=O)O + [Fe+2] + [Co] + 3 3 O,0
1181,1.14.14.19,a C21-steroid + [reduced NADPH-hemoprotein reductase] + O2 = a  17alpha-hydroxy-C21-steroid + [oxidized NADPH-hemoprotein reductase] +  H2O, + O=O =  + O,0
1182,1.14.14.20,phenol + FADH2 + O2 = catechol + FAD + H2O,C1=CC=C(C=C1)O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O=O = C1=CC=C(C(=C1)O)O + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O,1
1183,1.14.14.21,"dibenzothiophene + 2 FMNH2 + 2 O2 = dibenzothiophene-5,5-dioxide + 2  FMN + 2 H2O",C1=CC=C2C(=C1)C3=CC=CC=C3S2 + 2 CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + 2 O=O = C1=CC=C2C(=C1)C3=CC=CC=C3S2(=O)=O + 2 CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + 2 O,1
1184,1.14.14.21,dibenzothiophene + FMNH2 + O2 = dibenzothiophene-5-oxide + FMN + H2O,C1=CC=C2C(=C1)C3=CC=CC=C3S2 + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O=O = C1=CC=C2C(=C1)C3=CC=CC=C3S2=O + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O,1
1185,1.14.14.21,"dibenzothiophene-5-oxide + FMNH2 + O2 = dibenzothiophene-5,5-dioxide +  FMN + H2O ",C1=CC=C2C(=C1)C3=CC=CC=C3S2=O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O=O = C1=CC=C2C(=C1)C3=CC=CC=C3S2(=O)=O + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O,1
1186,1.14.14.22,"dibenzothiophene-5,5-dioxide + FMNH2 + NADH + O2 =  2'-hydroxybiphenyl-2-sulfinate + H2O + FMN + NAD+ + H+",C1=CC=C2C(=C1)C3=CC=CC=C3S2(=O)=O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O=O)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O + O=O = C1=CC=C(C(=C1)C2=CC=CC=C2S(=O)[O-])O + O + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O=O)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N + [H+],1
1187,1.14.14.22,"dibenzothiophene-5,5-dioxide + FMNH2 + O2 =  2'-hydroxybiphenyl-2-sulfinate + FMN-N5-oxide",C1=CC=C2C(=C1)C3=CC=CC=C3S2(=O)=O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O=O = C1=CC=C(C(=C1)C2=CC=CC=C2S(=O)[O-])O + CC1=CC2=C(C=C1C)[N+](=C3C(=NC(=NC3=O)[O-])N2C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O)[O-],1
1188,1.14.14.22,FMN-N5-oxide + NADH = FMN + H2O + NAD+ + H+ ,CC1=CC2=C(C=C1C)[N+](=C3C(=NC(=NC3=O)[O-])N2C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O)[O-] + C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O = CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O + C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N + [H+],1
1189,1.14.14.23,cholesterol + [reduced NADPH-hemoprotein reductase] + O2 =  7alpha-hydroxycholesterol + [oxidized NADPH-hemoprotein reductase] + H2O ,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C + O=O = C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C + O,0
1190,1.14.14.24,calciol + O2 + [reduced NADPH-hemoprotein reductase] = calcidiol +  [oxidized NADPH-hemoprotein reductase] + H2O ,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C + O=O = C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C + O,0
1191,1.14.14.25,"cholesterol + [reduced NADPH-hemoprotein reductase] + O2 =  (24S)-cholest-5-ene-3beta,24-diol + [oxidized NADPH-hemoprotein  reductase] + H2O",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C + O=O = C[C@H](CC[C@@H](C(C)C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C + O,0
1192,1.14.14.26,"(24S)-cholest-5-ene-3beta,24-diol + [reduced NADPH-hemoprotein  reductase] + O2 = (24S)-cholest-5-ene-3beta,7alpha,24-triol + [oxidized  NADPH-hemoprotein reductase] + H2O ",C[C@H](CC[C@@H](C(C)C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C + O=O = C[C@H](CC[C@@H](C(C)C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C + O,0
1193,1.14.14.27,resorcinol + FADH2 + O2 = hydroxyquinol + FAD + H2O ,C1=CC(=CC(=C1)O)O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O=O = C1=CC(=C(C=C1O)O)O + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O,1
1194,1.14.14.28,a long-chain alkane + FMNH2 + O2 = a long-chain primary alcohol + FMN +  H2O ,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O=O = CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O,0
1195,1.14.14.29,"cholest-5-ene-3beta,25-diol + [reduced NADPH-hemoprotein reductase] +  O2 = cholest-5-ene-3beta,7alpha,25-triol + [oxidized NADPH-hemoprotein  reductase] + H2O",C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C + O=O = C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C + O,0
1196,1.14.14.29,"(25R)-cholest-5-ene-3beta,26-diol + [reduced NADPH-hemoprotein  reductase] + O2 = (25R)-cholest-5-ene-3betA,7alpha,26-triol + [oxidized  NADPH-hemoprotein reductase] + H2O ",C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)CO + O=O = C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C)CO + O,0
1197,1.14.14.3,a long-chain aldehyde + FMNH2 + O2 = a long-chain fatty acid + FMN +  H2O + hnu,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O=O = CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O + C(CO)N(C(=O)N)N=O,0
1198,1.14.14.30,2-methylpropan-1-amine + FADH2 + O2 = N-(2-methylpropyl)hydroxylamine +  FAD + H2O,CC(C)CN + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O=O = CC(C)CNO + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O + O,1
1199,1.14.14.30,2-methylpropan-1-amine + FMNH2 + O2 = N-(2-methylpropyl)hydroxylamine +  FMN + H2O ,CC(C)CN + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O=O = CC(C)CNO + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O,1
1200,1.14.14.31,myrcene + [reduced NADPH-hemoprotein reductase] + O2 = (R)-ipsdienol +  [oxidized NADPH-hemoprotein reductase] + H2O ,CC(=CCCC(=C)C=C)C + O=O = CC(=C[C@@H](CC(=C)C=C)O)C + O,0
1201,1.14.14.32,17alpha-hydroxyprogesterone + [reduced NADPH-hemoprotein reductase] +  O2 = androstenedione + acetate + [oxidized NADPH-hemoprotein reductase]  + H2O,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O + O=O = C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C + CC(=O)[O-] + O,0
1202,1.14.14.32,17alpha-hydroxypregnenolone + [reduced NADPH-hemoprotein reductase] +  O2 = 3beta-hydroxyandrost-5-en-17-one + acetate + [oxidized  NADPH-hemoprotein reductase] + H2O ,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O + O=O = C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C + CC(=O)[O-] + O,0
1203,1.14.14.33,"ethylenediaminetetraacetate + 2 FMNH2 + 2 O2 =  ethylenediamine-N,N'-diacetate + 2 glyoxylate + 2 FMN + 2 H2O",C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O + 2 CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + 2 O=O = C(C[NH2+]CC(=O)[O-])[NH2+]CC(=O)[O-] + 2 C(=O)C(=O)[O-] + 2 CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + 2 O,1
1204,1.14.14.33,ethylenediaminetetraacetate + FMNH2 + O2 = ethylenediaminetriacetate +  glyoxylate + FMN + H2O,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O=O = C(CN(CC(=O)O)CC(=O)O)NCC(=O)O + C(=O)C(=O)[O-] + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O,1
1205,1.14.14.33,"ethylenediaminetriacetate + FMNH2 + O2 = ethylenediamine-N,N'-diacetate  + glyoxylate + FMN + H2O ",C(CN(CC(=O)O)CC(=O)O)NCC(=O)O + CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O=O = C(C[NH2+]CC(=O)[O-])[NH2+]CC(=O)[O-] + C(=O)C(=O)[O-] + CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O + O,1
