protein,EC
Q9CQF9,1.8.3.5
Q9C5L3,7.6.2.10
Q9VP22,2.7.11.23
E2D957,6.6.1.1
A0A0N9YKX0,1.14.14.86
Q9I6J2,2.6.1.29
B5KRG1,2.3.1.167
A0A0F4FI39,2.7.1.180
Q15669,3.6.5.2
Q1ERG2,3.2.1.39
Q1W2L4,3.5.5.1
A3MSD2,4.1.2.13
Q7DH52,3.5.2.6
O00587,2.4.1.222
Q00456,1.14.13.236
B3VI58,3.4.21.83
Q00263,3.2.1.8
Q54764,4.1.99.5
P35630,1.1.1.2
D2D1G3,2.1.1.295
B6ETP1,6.1.1.19
P07824,3.5.3.1
A0A140CQH8,1.2.1.84
P9WNW1,2.7.7.101
Q28035,2.5.1.18
Q3MGC5,6.3.2.30
P13482,3.2.1.28
I3W8N0,3.2.1.73
B0BK99,1.13.11.38
Q45TR7,3.5.1.11
A7LFK1,2.5.1.18
Q9FUS6,2.5.1.18
P14300,3.2.2.24
Q65MI2,3.2.1.93
P16703,2.5.1.47
B1YB71,2.3.1.9
A0A1L3GZ76,3.2.1.51
A9RIW3,2.7.1.1
Q95033,2.7.1.19
A5HMH8,1.14.13.7
F8JPG4,2.5.1.63
P00505,2.6.1.1
C4M0W5,3.5.1.89
Q5IKE4,1.14.99.63
P54989,1.14.14.10
Q6WD23,2.4.1.16
Q5JFZ8,1.6.3.1
B1N693,1.11.1.24
P9WQ81,2.6.1.62
Q8K203,3.2.2.23
A1KU15,1.1.1.205
O52791,1.1.3.46
Q99661,5.6.1.3
G2IKE5,1.13.11.57
B7KDE2,2.3.1.304
Q6TA49,1.21.1.1
B9HUR3,3.1.1.14
C0KQW8,2.7.7.48
I1J5P4,1.14.19.29
Q9HTR2,3.1.3.75
Q91V01,2.3.1.23
A0A0H2URG4,5.1.3.7
Q9FIY1,3.1.1.23
P48631,1.14.19.6
D3Y5L6,4.3.1.24
P20581,3.1.2.32
B8YPW8,3.8.1.5
Q32KD2,2.1.1.355
Q8G2R2,1.1.1.23
O49235,2.5.1.18
H6U4I9,1.14.19.18
Q86VQ6,1.8.1.9
H9BIH8,2.3.1.167
A8YBS4,2.5.1.47
F2DQG9,2.7.7.64
P05659,5.6.1.8
Q97UH8,3.2.1.52
A0A1S4NYE1,3.2.1.39
Q8LEA2,1.14.11.13
Q9WYW0,2.3.1.286
A9UK00,2.7.12.2
A0A059V6T7,1.14.19.13
A9Z1D4,2.5.1.10
Q9HL27,5.4.2.12
Q50754,1.8.98.5
Q803C3,3.5.1.98
A0A4E9EYJ5,2.7.2.3
Q9FJ77,2.3.1.75
O24396,6.3.4.4
Q12882,1.3.1.2
P42790,3.4.21.100
F8WSQ0,3.2.1.14
A0A509AP35,3.4.21.105
Q6YM50,3.2.1.78
Q0WVX5,2.4.1.21
A0A172MLA1,4.1.3.46
A0A1D6H1J3,4.1.1.53
A4F1Q6,2.4.1.249
O95376,2.3.2.31
Q76IQ9,2.4.1.280
G8FRC5,1.14.19.48
P49172,5.3.2.6
Q9HMP7,1.16.3.2
A0A145Y386,1.1.3.7
Q9FFQ5,1.14.20.6
Q1HDV5,1.15.1.1
C0IRG7,2.4.1.207
A7LIY1,1.11.1.11
A0A509AM71,4.3.3.6
H6WW31,2.4.1.16
J7K6M3,1.3.3.6
A0A1S7IYZ8,2.4.1.82
G9B7C4,3.1.1.81
P45359,2.3.1.9
Q8U3V1,3.5.1.136
Q1KLW0,2.4.1.15
Q9YGB1,5.3.1.24
A5YV04,1.14.13.7
Q5NQR9,1.5.1.2
A0A075T6J5,1.2.1.8
K7VEJ7,2.5.1.43
P53230,2.7.7.41
Q9ZGH7,2.4.1.328
Q97BK3,1.1.1.103
Q02321,3.2.1.4
Q8VDP3,1.14.13.225
F5ITJ6,5.1.3.11
Q9NII1,3.5.4.37
Q01415,2.7.1.157
P0A7Z0,5.3.1.6
A0A0K2GAS4,4.2.1.104
O59791,5.1.1.18
Q8VWY2,3.2.2.22
O15757,3.1.3.16
G3CRC0,5.5.1.6
Q01814,7.2.2.10
Q8YPB4,1.13.11.75
Q7XA86,2.3.1.225
Q97ZS7,2.7.7.102
A7XW13,2.7.4.1
Q8PVS9,2.5.1.73
B5MEX6,1.14.14.86
P22352,1.11.1.9
Q0VAE8,3.1.3.48
Q1JU61,4.1.1.22
A0A1S6Q8F9,1.13.11.87
A0A650AW89,1.2.1.12
S5RVR8,1.1.99.18
Q9RH19,1.10.3.11
G5ED98,2.7.1.150
R4JHV6,4.2.3.114
Q93JJ3,3.1.4.46
Q9ZMY2,3.2.2.9
P72940,2.7.1.25
Q5SKT5,4.2.1.2
Q8TDZ2,1.14.13.225
A6QLR2,6.1.1.4
A0A0G4DCW7,3.1.1.59
Q5ANA9,3.6.5.2
Q8KFD9,2.1.1.151
J7GQW2,1.5.1.3
Q9XWP6,1.14.99.66
A1YPR3,5.1.3.33
B1HX72,1.1.1.244
C0STY7,2.7.4.6
G0WVT5,2.4.1.101
A0A0X7JI19,3.1.1.14
Q86WT6,2.3.2.27
A0A0P0IZM9,3.2.1.6
P0C0V0,3.4.21.107
P14655,6.3.1.2
Q2HZZ3,2.4.1.231
P51659,4.2.1.119
Q0JGK4,2.4.1.14
K9TLZ5,4.6.1.1
V9PJ26,1.17.1.3
P9WPZ5,2.6.1.17
Q08VU0,4.2.3.155
P23007,2.3.3.1
Q3HX02,6.4.1.2
L7QGZ9,2.4.1.324
Q92PC8,1.13.11.79
B5LAU2,1.6.2.4
O84835,1.17.4.1
Q0PQZ5,3.5.2.2
Q0CBM7,3.1.1.73
A0A2Z4HQJ9,2.5.1.43
P29022,3.2.1.14
Q9LQV2,2.7.7.48
P21642,4.1.1.32
P07998,4.6.1.18
P38419,1.13.11.12
P20388,1.14.19.6
A7XVZ9,2.7.4.1
A8CEP1,5.1.3.37
A0A076VCG0,1.14.14.17
P12955,3.4.13.9
A0QYC2,1.1.1.403
T1SGV2,4.2.99.18
E7FHX4,3.1.21.10
Q84AQ0,1.14.13.244
T1RR75,1.16.1.1
C9DEC6,4.6.1.18
A0A1B0ZSC0,3.7.1.2
Q9W0C4,4.1.1.90
C1L3B1,1.13.11.71
A0A0G2R4X7,2.4.2.1
A0A080UUN2,2.4.2.2
Q92830,2.3.1.48
Q12EJ0,6.3.4.14
G8XR13,4.1.1.35
E3GWY7,2.1.1.86
P21853,1.12.2.1
Q5JFG2,1.5.5.2
Q3LU33,1.14.19.3
T1RRK2,1.16.1.1
F7X6I3,1.2.1.88
Q8P8J2,2.1.3.9
Q9HAC7,2.8.3.13
Q2RNG2,2.7.7.59
Q5XW77,1.7.1.16
Q8YS18,2.7.7.9
P31023,1.2.1.104
A0A173MZL7,3.5.2.6
Q54243,1.21.3.1
Q6A548,2.7.7.49
A0A023JCM9,2.5.1.18
Q9LML7,2.4.1.128
P37515,2.3.1.79
Q9WUE3,7.2.1.3
A0A068B3H5,3.2.1.51
A0A0A0QMT0,2.5.1.20
A0A481MY41,2.4.1.10
Q8VXV7,1.14.99.66
Q8GTQ6,2.5.1.16
P0CG19,2.7.7.56
Q54206,2.3.1.300
Q8I384,3.5.3.1
Q10472,2.4.1.41
Q08077,3.4.24.69
Q8IAR5,3.4.21.107
Q88MS8,2.1.1.80
Q6PQ01,6.2.1.12
U5LY03,1.3.1.83
Q9UZ14,6.1.1.3
Q59472,4.2.1.28
O00571,3.6.4.13
Q9S7N2,2.6.1.99
Q6P988,3.1.1.98
D8GIJ7,2.7.7.85
H8YHP3,1.15.1.1
Q9D051,1.2.1.104
Q737I9,1.14.14.1
O81094,1.14.18.4
A0A3Q9SZ29,3.4.24.36
Q9ALQ6,2.2.1.3
A0A2R2Y2Q1,4.2.1.1
Q6Y9Y8,4.1.1.39
A7LH73,3.6.1.5
S4VCH4,3.1.1.74
Q9ZWP2,1.14.17.4
Q68F30,2.3.1.37
P83788,3.7.1.3
Q27GS3,2.7.1.214
P0A9P6,3.6.4.13
Q93J76,4.2.2.2
Q06803,2.1.1.226
Q07175,4.1.1.90
Q10258,1.5.1.20
C0KWV6,3.1.7.11
A0P0F6,1.14.14.1
O64948,3.6.4.7
Q8NLB9,1.13.11.4
Q1XIQ8,1.1.1.42
B3SGC0,7.1.1.9
A5JTM5,3.8.1.7
P83823,4.2.3.1
Q61153,1.21.99.4
Q7NM99,1.3.99.29
A0A1C3HPP6,4.1.1.39
Q06BR7,2.4.1.16
G3CCC0,4.2.1.133
P13035,1.1.5.3
Q41406,4.1.1.39
F2VR35,2.3.1.158
P06608,3.5.1.1
O33707,5.1.3.13
Q0GE18,4.1.1.15
D2PPM8,3.2.1.205
A0A0A0KA29,1.14.19.29
I3E3X0,1.1.1.17
P08495,2.7.2.4
Q868I5,5.1.3.7
Q01341,4.6.1.1
A9S190,1.2.1.88
A0A0H3BY05,2.7.2.2
I6R4V5,4.2.3.136
Q8TQ93,1.8.1.8
Q9ULD0,1.2.1.105
B3GEB5,2.3.1.156
Q6C3R2,2.3.1.20
Q03161,5.3.3.3
Q8DBF5,1.1.1.267
P72849,1.14.15.20
Q38II4,1.12.99.6
S5Z6S1,3.5.1.41
P47449,3.1.3.16
P00433,1.11.1.7
Q7ZTK9,2.6.1.1
Q0VPF7,6.2.1.5
B0LB01,1.2.3.14
P13382,2.7.7.7
B6H3U7,3.1.1.117
A0A2U8ZSD8,3.2.1.1
Q84YI1,1.14.18.1
P14868,6.1.1.12
Q0W803,2.4.99.18
P09620,3.4.16.6
Q72IE8,2.7.6.1
A9YLL2,3.2.1.18
E9BG32,2.7.7.13
A0A6G6VYG7,2.4.2.3
P05982,1.6.5.2
Q9LNE6,2.4.1.81
P09367,4.3.1.17
A0A2Z4P5B1,1.1.1.307
G7JFL4,2.4.2.17
Q8PYS1,2.5.1.81
Q9WZI2,2.5.1.3
Q9M5K2,1.8.1.4
A0A0A7H9U0,3.1.3.4
P48034,1.2.3.1
A2R6M7,3.5.5.5
A1XEG4,1.3.1.77
B7X9Z2,3.2.1.91
A0A1G8DI07,3.2.1.1
Q389T8,1.8.1.12
Q38KF5,3.6.5.5
P0C0X2,2.5.1.15
G4U3G8,5.5.1.6
Q9U420,2.7.3.3
A0A1U9X1Z7,3.1.1.7
A9ZMJ2,2.3.1.74
A0A1C3HPT3,4.1.1.39
Q93F68,1.16.3.3
G7YHA8,2.7.3.4
A0A220K8D2,4.4.1.9
Q3M763,5.1.3.8
A6XH06,4.2.3.110
A0A0S6UXF5,2.3.3.14
K9L7L3,1.13.11.51
G7K2D1,2.5.1.79
C3VVL8,1.11.1.12
Q33DY0,1.14.19.74
Q06592,2.3.1.48
Q93PS9,4.2.1.83
Q9UH17,3.5.4.38
Q33DK1,1.14.14.107
F6ALN7,1.4.1.21
P53866,2.5.1.21
A0A1M5M5H3,1.4.1.16
P93771,1.14.11.13
O18182,7.6.2.1
Q6PCN3,2.7.11.26
Q9HIN1,2.7.1.185
A0A093JNH5,2.7.7.84
N0A9U2,4.1.1.35
P97697,3.1.3.25
E9P162,1.14.19.59
V7PVE5,1.2.1.12
Q2L626,1.3.7.7
Q8NRQ7,3.5.1.115
P15290,1.2.3.4
Q948P7,2.1.1.140
A0A127ELD1,1.1.1.205
Q82ZZ9,5.2.1.8
B5AS37,1.13.11.1
O31272,3.5.2.6
A5YUW6,1.14.13.7
O23680,3.6.5.2
A0A0C1Q6R1,1.1.1.202
O15379,3.5.1.98
H6WET3,3.5.2.6
M1QEG4,2.7.11.1
P29237,1.5.1.42
D2V263,2.7.1.164
O25294,3.4.11.10
P43155,2.3.1.7
Z4YIS0,3.1.3.53
P70627,3.4.17.21
Q9WXX1,2.7.1.17
B5MEX5,1.14.14.86
Q9ASU1,2.3.1.20
A0A094XEM2,4.1.1.18
B7XEI5,2.3.1.9
N9V9W5,2.7.2.3
Q38EV1,2.7.3.3
A0A0H5BR52,4.1.2.10
D9MWM7,1.2.1.50
Q818Z9,5.4.2.7
P9WQP7,1.1.1.145
P07623,2.3.1.46
O02655,4.1.1.50
Q4KLZ0,3.5.1.92
A0A2U8LMQ1,3.2.1.37
Q8NP50,2.7.7.8
Q64KQ5,2.5.1.29
A0R1T7,1.3.99.4
P73914,5.4.99.17
N0B5Z3,1.1.2.10
B3GDB1,2.3.3.10
Q9LJH5,1.1.3.15
Q980V1,3.1.1.29
Q63R79,2.7.7.71
Q54HW0,2.7.7.79
Q9RR31,4.2.1.159
Q8K4Z3,5.1.99.6
A0A0J6JSQ8,1.1.5.4
P07471,7.1.1.9
I3WU34,3.2.1.41
C3W4Y2,3.2.1.55
Q6QJ78,3.1.4.11
K5B7Z4,2.4.1.266
A8JFJ1,2.5.1.62
A5YV03,1.14.13.7
Q8RXB8,2.3.1.110
C0LZJ6,3.2.1.28
A0A0A7R8U8,1.6.5.4
Q8N8M0,2.3.1.33
A0A7U3PJH6,1.1.1.318
Q5I7E1,2.5.1.91
Q2QWM9,2.7.7.69
Q9M7C9,4.2.3.119
P77834,2.4.2.1
Q50EH6,4.2.1.75
K7N5M8,1.11.1.19
Q5XET5,2.7.7.52
Q05213,3.5.4.9
G2RB43,1.1.99.18
Q8N9F0,2.3.1.17
I3NX86,5.4.99.16
Q53CM3,3.5.2.6
Q5QE79,1.2.3.1
Q9XFX4,3.4.23.40
C3U4R9,3.2.1.165
I1TE91,4.2.3.23
A8HYF7,3.4.21.53
Q08291,2.5.1.10
Q8K341,2.3.1.108
B5KRG2,2.3.1.167
D2J363,1.21.99.3
O23051,1.14.14.107
A0A075BZ18,1.1.1.4
Q9AJC6,1.4.1.18
Q9SPD5,7.1.2.1
S0JAX7,2.7.7.65
P0DOV5,1.1.1.390
N8W714,2.7.7.47
F4HPZ9,6.5.1.1
R9QMW7,4.2.3.52
P73067,2.2.1.7
I6WCK5,2.4.99.2
A0A0H2WVX4,1.1.1.3
O50302,6.3.5.5
P93416,3.2.1.41
J3KA57,3.4.24.39
Q59646,1.7.2.5
Q9AF95,1.1.2.9
C4MK80,1.13.11.51
A0A140KFG9,4.2.3.174
Q6UQ65,3.1.21.4
Q6TA39,3.5.3.1
U5ILS4,1.2.1.19
Q81BW8,1.5.1.38
P36775,3.4.21.53
Q9HX12,4.2.1.119
C7T4G7,1.14.14.107
Q9FN02,3.1.3.16
A0A078HJ76,2.6.1.96
Q7TSV6,5.1.1.13
P0AF12,3.2.2.9
A1XDT8,5.1.1.1
P37107,3.6.5.4
Q0KAI3,2.3.1.9
A0A2K3D0B7,2.3.2.8
Q53389,3.5.1.87
A8TGA1,3.2.1.8
B1GX36,6.3.4.14
C7BYL8,3.6.1.40
Q7X481,2.4.1.9
I2CYZ4,1.14.19.31
F7J5X4,1.13.11.41
Q5H614,6.3.2.4
P17169,2.6.1.16
A5HII1,3.4.22.14
U3RD44,2.5.1.29
Q9M8Y0,2.4.1.255
A0A0D5YHU7,2.5.1.31
A0A097BW92,3.4.22.61
Q6ZHS4,1.1.1.195
H9CP21,1.14.19.22
Q9UVK7,2.7.8.7
O62461,2.7.9.3
A0A314KZZ1,1.1.1.284
Q0DWH1,1.1.1.284
L7VQ35,5.3.1.14
G3AZL9,1.1.1.283
Q3S8Q4,1.14.13.233
Q7XJ36,3.1.1.14
Q0P9B5,2.4.1.62
Q15439,7.6.2.3
Q9HX69,3.1.4.52
A0A0B3VQ66,2.7.4.1
E9BF82,3.4.11.18
G3LUK8,3.4.21.4
B5BSV2,4.2.2.3
E5KWT3,1.14.99.39
Q06YR3,2.1.1.150
O14214,2.1.1.221
A2IBI0,1.14.20.13
A4F2M4,2.4.1.21
Q43189,1.13.11.58
Q6WP39,1.4.3.2
P13716,4.2.1.24
E2F4D5,4.3.1.24
G5D6Q3,2.1.1.6
Q8R0I0,3.4.17.23
D6WJX7,2.7.3.3
O69755,1.10.3.16
A0A0H3U1R4,2.7.8.2
Q32VA4,1.14.19.3
B9VV96,2.4.1.123
P31531,4.4.1.14
Q16827,3.1.3.48
K0E1C1,4.4.1.14
F2XBU9,2.6.1.116
Q67YC0,3.6.1.1
A0A2L0E8V5,2.4.1.207
P30850,3.1.13.1
F2WP51,3.1.6.21
Q2FTM5,2.4.99.18
Q0KB56,1.14.13.172
O23983,1.11.1.11
B7SU41,2.5.1.6
B3V4Z0,3.4.24.28
G2IKV5,1.2.1.67
Q5EG47,2.7.11.31
P9WJP3,4.2.1.113
D0QXI9,1.3.1.77
M1E1F6,5.4.99.11
A0A482KIB1,2.3.1.74
Q9VK34,2.3.1.286
Q54453,1.6.3.4
F8RL28,4.3.1.24
Q8KN66,5.1.3.7
Q9RA63,3.6.4.10
Q1DFL2,6.5.1.8
Q54WD4,2.7.7.79
Q6UQ31,3.6.1.1
P0DKX7,4.6.1.1
C5HG86,1.8.3.1
A0A0K2WA62,2.4.1.207
S7WCF5,2.4.1.221
O66465,2.7.8.13
A0A7S8F0N2,1.1.1.219
F2VTN5,1.3.1.9
Q9LIA8,1.1.1.22
P47039,2.6.1.7
Q94ET0,2.3.3.10
D2XEB3,4.2.3.19
Q12126,2.7.11.23
Q3HX00,6.4.1.2
Q86Y97,2.1.1.361
Q9I2U6,3.5.4.9
Q8MPF2,5.3.1.1
G9BY57,3.1.1.101
E7F079,1.14.14.18
F1NSQ5,3.1.4.1
B0CN48,2.4.99.8
P0A6I3,2.7.1.33
A0A0C6DRW4,1.14.14.21
P12438,1.21.3.1
Q5VNN5,3.5.1.88
A0A0K9RBY9,2.3.1.51
P63146,2.3.2.24
A0A150JSL8,1.1.1.6
Q10739,3.4.24.80
V9LTL9,4.2.1.134
P39518,6.2.1.3
A0A182C3B3,4.1.1.31
Q03503,2.3.1.256
Q92835,3.1.3.86
A3RM03,2.5.1.47
P39185,1.9.6.1
B5SXD0,1.13.11.12
Q4FX34,2.6.1.1
G1T7U7,3.5.1.60
H6LBX7,7.2.1.2
Q9RZM4,3.2.1.143
Q4UDC3,2.5.1.46
I6Z9A7,3.2.1.8
H8Y6I5,3.4.21.32
B0R217,2.7.4.9
Q4KCZ0,1.14.19.56
A0A1B1KQP0,4.2.3.205
Q01390,2.4.1.13
G0Y288,1.3.1.97
P9WMZ1,2.4.1.342
S5FT07,3.13.1.5
Q3LS17,3.1.3.7
I3LRP8,2.8.2.2
Q14679,6.3.2.61
A0A125SXN1,5.4.99.65
A1YN98,3.4.21.62
P30405,5.2.1.8
Q9KK55,3.2.1.81
P21888,6.1.1.16
O52378,1.18.1.7
B9LNV9,2.7.1.29
Q9ZLT0,5.1.1.3
Q02846,4.6.1.2
K0NF66,1.3.8.3
A0A4Y1K7T4,2.3.1.5
B1B5E4,1.7.1.1
P45575,1.8.99.5
P53915,2.7.1.22
B6V6H0,3.2.1.20
Q2PWI3,1.12.99.6
O29918,2.4.99.18
W5R5D2,3.2.1.78
Q1W622,3.1.3.1
Q6WD22,2.4.1.16
P62593,3.5.2.6
Q6ZHZ1,2.4.1.14
Q2PPX8,1.3.5.6
Q82M04,3.2.1.151
Q9HU22,2.7.7.24
Q98T97,4.1.1.32
O60568,2.4.1.66
Q9JLC3,1.8.4.12
Q8GIW5,2.5.1.133
C1L319,2.4.1.120
A0A0H2ZHZ8,4.1.1.19
A9LI60,3.2.1.14
S5VRZ9,2.3.1.39
O25023,2.5.1.90
A6MF03,2.4.1.132
P72579,1.2.7.11
Q8BJQ9,2.4.1.174
B8DZM3,3.2.1.78
E9RFC9,1.97.1.9
P9WFV1,6.1.1.4
A0A1B0WVE7,4.2.3.106
K4D2J5,2.1.1.267
B6JKQ3,3.6.1.57
P24666,3.1.3.48
V5LG14,2.4.1.242
Q9HUA0,3.5.99.10
B9HRH0,2.5.1.21
P55203,4.6.1.2
P25745,2.8.1.7
A0A1D3TRQ6,1.2.1.10
B8C1M9,3.5.5.1
Q72H18,1.17.7.3
Q9ABE3,2.7.13.3
O13828,3.6.1.62
A0A0P0WQ58,2.7.7.79
Q9C6Z2,3.6.1.17
Q87EL2,2.3.1.1
Q9KID9,3.3.2.13
V7C6L3,2.7.9.4
C1J0N9,1.14.14.82
A0A0C5QRZ2,1.14.14.175
E3W769,2.7.2.1
F1QB82,3.1.6.2
D0FK44,1.14.18.3
O52185,7.4.2.8
Q5LSN8,2.7.4.1
A7X665,2.7.1.159
Q6RHX8,3.2.1.151
Q58250,2.5.1.131
Q8KP20,3.5.2.6
Q6BF16,4.1.2.21
Q9PPN6,3.1.26.5
B3VTS7,4.1.99.3
A0A1S5VH74,2.4.2.2
Q15JF8,3.1.3.101
Q6KH76,6.1.1.3
E2S0A5,1.3.1.74
P39098,3.2.1.209
Q92Y75,3.5.1.16
P9WKG9,2.7.7.60
U5LKV8,3.2.1.14
A0A4Y5R087,2.5.1.18
P09440,6.3.4.3
V5KXZ3,1.14.20.6
Q93IG4,2.7.1.76
B4ECY9,2.1.2.1
M1KCW7,2.4.2.19
O35657,3.2.1.18
Q66A71,1.11.1.7
P36126,3.1.4.4
Q05582,1.14.11.21
B3SGB8,7.1.1.9
A0A0H2VD68,2.7.13.3
I2N045,4.2.3.159
C8CK16,5.4.2.8
A6UWW3,2.4.99.18
A5YWJ1,1.14.12.18
D5HP43,2.4.1.207
A0A0A7EBR7,1.13.11.51
A4VVI4,4.2.1.8
P36367,1.14.13.148
A0A1B0RMR7,2.7.4.3
P9WMM9,3.6.1.31
Q4WZ66,1.1.1.332
Q8L493,2.6.1.21
D7PBZ6,1.8.1.9
P0A9Q7,1.2.1.10
B0VXM8,4.1.1.77
Q18AQ1,1.3.8.1
Q7MSJ8,1.8.99.5
Q0ZB96,2.3.1.30
Q9X5B8,4.2.1.167
P48561,2.7.7.19
Q93XQ4,2.1.1.53
Q55087,1.3.1.83
Q9NWZ5,2.7.1.48
C4M036,2.7.7.23
P05414,1.1.3.15
B9JK80,1.1.1.420
P31800,7.1.1.8
Q55467,2.1.1.11
Q400P0,1.14.17.4
P07650,2.4.2.4
A8YYC5,1.1.1.17
T1RLC8,1.16.1.1
B3KYI2,6.3.5.4
A0A0C5GKK1,3.1.1.14
B9W2C5,1.10.3.2
Q9UBJ2,7.6.2.4
A0QQS4,3.6.1.15
Q7SIC2,1.13.11.24
Q75NR7,5.6.2.4
P12282,2.7.7.80
D0W014,3.3.2.9
A3MTW6,2.7.4.16
Q8RW03,2.5.1.18
D6WB60,3.6.1.1
Q9FDC2,4.1.1.74
P70498,3.1.4.4
P38999,1.5.1.10
M4WEZ8,4.2.1.125
Q8IDW3,6.1.1.2
A0SI89,1.20.9.1
P96155,3.2.1.52
R4NQF0,4.1.2.19
A9KJS6,2.4.1.333
P67910,5.1.3.20
A0A127JBT0,3.2.1.8
O60841,3.6.5.3
A0A3Q9QZN1,3.3.1.1
D3G6S4,2.7.7.64
Q2QWN6,2.7.8.23
G0RYN2,3.1.21.10
A0A0U2U334,5.5.1.10
Q5E924,1.2.1.12
A0A0C2JR10,3.1.1.14
Q38J49,7.3.2.7
A0SZ82,1.14.13.8
Q28SA7,3.5.2.2
P14489,3.5.2.6
P29730,4.4.1.31
A0A3G1SVN6,1.14.14.17
Q8DZY1,3.4.22.70
Q07DP1,2.1.1.325
Q51658,1.4.9.1
Q6VAK6,5.3.1.4
A0A165UDJ0,2.7.1.36
Q7CKD7,2.7.6.3
Q8RLA6,3.5.2.6
Q55949,3.5.5.7
I1REU9,1.14.99.56
Q8VCX1,1.3.1.3
Q9HU72,4.4.1.5
M4H3I4,2.3.1.21
Q60136,3.5.1.11
Q9FJ32,2.5.1.60
C8TDU8,5.3.1.9
D3FB09,2.8.2.22
P51648,1.2.1.48
P9WMX3,2.4.1.287
Q5N942,2.7.11.1
X5IYJ8,2.4.1.300
P35738,1.2.4.4
G9MAL4,5.2.1.13
C6GFB6,2.4.1.34
D6WFY6,1.14.14.127
F1S6D6,3.4.21.109
Q5P5G6,6.4.1.8
D9TCV0,3.1.1.14
P08507,1.1.1.8
Q9Z2Z7,2.7.8.5
P00936,4.6.1.1
Q9ALZ8,4.4.1.30
Q5L2F2,2.3.1.183
A0A024CCD6,2.3.1.74
P23258,3.6.5.6
Q8HZT6,1.1.1.315
Q8JH85,3.4.21.74
F7H5D7,2.5.1.18
J7LH11,4.2.3.138
Q8KDG3,1.8.5.4
B3VMC2,1.2.1.8
Q6CF55,1.14.19.45
Q8U151,3.1.26.5
Q9SKB3,3.2.1.143
O65396,1.4.1.27
P05655,2.4.1.10
F4JJL0,3.1.30.2
Q76K71,4.8.1.2
A1E351,3.5.2.2
Q9KUN0,2.7.1.40
D2CFQ9,2.3.1.57
C6KI50,3.1.1.3
Q72H23,7.1.1.9
P17174,2.6.1.64
Q5JH70,2.4.99.18
P46427,2.5.1.18
Q9Z0F8,3.4.24.86
Q2QWU2,3.5.1.98
Q6NVY1,3.1.2.4
Q7CJ22,2.3.1.179
B4YSH3,2.1.1.53
Q9CRY7,3.1.4.39
Q9ZBQ7,3.1.26.3
Q2YLF3,5.1.1.8
P20647,7.2.2.10
B2KYG8,6.2.2.3
Q42432,1.4.3.22
H1Y656,4.2.1.53
S5ZJ19,2.4.1.19
P58399,3.1.1.4
O50651,1.7.2.5
Q3U2J5,2.1.1.60
A0A0M3THU9,3.7.1.21
I1J2W9,5.4.99.30
A0SXL5,2.7.7.7
I1E3I6,1.6.2.4
Q96581,1.14.14.81
C6JUF6,1.17.9.1
A4LA85,3.5.5.1
Q56775,2.4.1.251
P9WHU9,2.7.2.11
Q9CVD2,3.4.19.12
Q9FPM6,4.2.1.121
Q9LBX2,1.14.14.21
P13491,1.1.1.27
P27544,2.3.1.299
P30043,1.5.1.30
F5B9B9,3.2.1.15
P07003,1.2.5.1
G3XHW5,4.1.1.102
C0STX7,1.14.13.22
P70665,3.1.1.53
B8N106,3.4.21.63
Q84YI0,1.14.18.1
G3V7N1,1.13.11.63
Q13489,2.3.2.27
Q975C8,1.3.1.84
A0A0C6EX43,5.1.3.36
P0CG30,2.5.1.18
Q95PM0,3.4.22.15
P0A004,1.14.14.47
C0CMQ7,1.1.1.421
P42893,3.4.24.71
A4K867,2.7.1.35
P09917,1.13.11.34
Q7LZQ1,3.2.1.17
C3T302,2.1.1.64
A0A1D8PP43,1.2.1.23
B8HNS6,1.13.11.49
P07205,2.7.2.3
P75785,2.7.8.43
O82072,4.1.1.31
Q9MAB5,1.1.1.22
Q9C168,1.11.1.6
P0ABG1,2.7.7.41
Q9I1Q2,4.2.1.176
O59869,3.1.1.72
Q8NMS6,1.11.1.24
Q76I22,1.13.11.58
F2CCY5,3.4.24.13
Q7CXE5,2.4.1.337
Q72I53,2.5.1.6
M9VTY8,3.1.1.73
A0A0C5GWS2,3.2.1.41
O34779,3.1.3.16
Q8NBP7,3.4.21.61
Q8X1X3,1.2.1.12
A7TWS6,2.4.1.22
B1B1U3,4.2.3.104
C6ERC1,3.4.22.52
Q0WS47,2.7.7.2
A1RRM7,2.4.99.18
Q4WQY4,1.1.1.67
Q9REV4,5.1.3.14
Q3HWZ9,6.4.1.2
P08134,3.6.5.2
Q5AWX6,1.14.19.6
Q0P9V0,3.5.3.12
P42738,5.4.99.5
A6T926,3.5.2.17
H0VXN6,2.3.2.13
Q9JJ00,7.6.2.1
A4Q998,2.4.2.1
F8AEP0,3.5.1.4
P28475,1.1.1.200
Q7SYY2,1.14.14.25
Q1IAK8,6.2.1.61
P28784,3.4.22.37
A1S3N8,3.4.23.1
Q8NK50,1.1.1.10
Q5M7Y0,2.7.11.9
A0A0C4MIW7,1.14.19.2
I2D0K8,1.5.5.2
P9WGS9,1.1.1.333
Q00796,1.1.1.14
A0A1Z2QRE2,4.2.2.3
Q2UF27,3.1.1.73
Q5TBB1,3.1.26.4
B1WSS6,1.13.11.92
A4YDR9,6.2.1.40
O96130,2.5.1.90
X2JCY2,6.3.4.2
A3MWV9,4.2.1.24
D3JC16,2.4.1.140
O23180,3.1.1.23
P51658,1.1.1.62
G9MAL7,5.2.1.13
